player,win_count,tournament_win_probability
Zverev A.,2335,0.2335
Medvedev D.,1460,0.146
Fritz T.,953,0.0953
Auger-Aliassime F.,669,0.0669
De Minaur A.,642,0.0642
Tien L.,554,0.0554
Fils A.,537,0.0537
Mensik J.,470,0.047
Musetti L.,342,0.0342
Paul T.,307,0.0307
Tiafoe F.,271,0.0271
Lehecka J.,270,0.027
Jodar R.,227,0.0227
Nakashima B.,216,0.0216
Fonseca J.,215,0.0215
Rublev A.,93,0.0093
Cobolli F.,76,0.0076
Atmane T.,49,0.0049
Merida Aguilar D.,48,0.0048
Tirante T.A.,44,0.0044
Cerundolo J.M.,38,0.0038
Tabilo A.,38,0.0038
Borges N.,29,0.0029
Landaluce M.,23,0.0023
Faria J.,20,0.002
Blockx A.,17,0.0017
Zheng M.,14,0.0014
Hijikata R.,13,0.0013
Vallejo D.,10,0.001
Fery A.,10,0.001
O Connell C.,9,0.0009
Walton A.,1,0.0001
Dimitrov G.,0,0.0
Baez S.,0,0.0
Halys Q.,0,0.0
Kopriva V.,0,0.0
Hurkacz H.,0,0.0
Shimabukuro S.,0,0.0
Tsitsipas S.,0,0.0
Royer V.,0,0.0
Altmaier D.,0,0.0
Wong C.,0,0.0
Jacquet K.,0,0.0
Bellucci M.,0,0.0
Monfils G.,0,0.0
Svajda Z.,0,0.0
Collignon R.,0,0.0
Fucsovics M.,0,0.0
Draper J.,0,0.0
Struff J.L.,0,0.0
Navone M.,0,0.0
Kecmanovic M.,0,0.0
Mannarino A.,0,0.0
Ugo Carabelli C.,0,0.0
Shapovalov D.,0,0.0
Choinski J.,0,0.0
Norrie C.,0,0.0
Prizmic D.,0,0.0
Burruchaga R.,0,0.0
Van Assche L.,0,0.0
Duckworth J.,0,0.0
Wolf J.J.,0,0.0
Van De Zandschulp B.,0,0.0
Hanfmann Y.,0,0.0
Khachanov K.,0,0.0
Kovacevic A.,0,0.0
Brooksby J.,0,0.0
Cilic M.,0,0.0
Marozsan F.,0,0.0
Sonego L.,0,0.0
Medjedovic H.,0,0.0
Trungelliti M.,0,0.0
Mejia N.,0,0.0
Kokkinakis T.,0,0.0
Shang J.,0,0.0
Majchrzak K.,0,0.0
Shevchenko A.,0,0.0
Michelsen A.,0,0.0
De Jong J.,0,0.0
Lajal M.,0,0.0
Berrettini M.,0,0.0
Droguet T.,0,0.0
Carreno Busta P.,0,0.0
Machac T.,0,0.0
Arnaldi M.,0,0.0
Darderi L.,0,0.0
Vacherot V.,0,0.0
Djokovic N.,0,0.0
Etcheverry T.,0,0.0
Ruud C.,0,0.0
Rinderknech A.,0,0.0
Humbert U.,0,0.0
Cerundolo F.,0,0.0
Bergs Z.,0,0.0
Buse I.,0,0.0
Shelton B.,0,0.0
