tour,round,date,bet_on,opponent,model_prob,market_prob,edge_pp,real_decimal_odds,won,stake_flat,pnl_flat,stake_kelly_0.25,pnl_kelly_0.25
WTA,2nd Round,2026-09-04,Rybakina E.,Bouzas Maneiro J.,0.9638303579877465,0.8116883116883117,15.214204629943485,1.18,True,1.0,0.17999999999999994,20.198168215614626,3.635670278810631
ATP,1st Round,2026-08-31,Alcaraz C.,Safiullin R.,0.9254220232325366,0.7965517241379312,12.887029909460546,1.2,True,1.0,0.19999999999999996,15.835757092133731,3.1671514184267453
WTA,1st Round,2026-08-31,Noskova L.,Volynets K.,0.8866269250054315,0.721868365180467,16.475855982496444,1.33,True,1.0,0.33000000000000007,14.809404900297373,4.887103617098134
WTA,4th Round,2026-09-07,Rybakina E.,Osaka N.,0.7619677973660435,0.5625,19.94677973660435,1.73,True,1.0,0.73,11.398159849488199,8.320656690126384
WTA,Quarterfinals,2026-09-09,Rybakina E.,Zheng Q.,0.8427153147814596,0.7284210526315789,11.42942621498807,1.33,True,1.0,0.33000000000000007,10.521274132014208,3.4720204635646894
ATP,3rd Round,2026-09-05,Bonzi B.,Khachanov K.,0.6046801844282019,0.33255269320843084,27.212749121977108,3.0,False,1.0,-1.0,10.192845504459845,-10.192845504459845
ATP,2nd Round,2026-09-03,Auger-Aliassime F.,Khachanov K.,0.8247890534732066,0.7114967462039045,11.329230726930216,1.33,False,1.0,-1.0,9.817246926907572,-9.817246926907572
ATP,1st Round,2026-08-31,Bublik A.,Wolf J.J.,0.8015437244723822,0.6736596736596736,12.78840508127086,1.42,True,1.0,0.41999999999999993,9.796831749759281,4.114669334898897
ATP,1st Round,2026-09-02,Altmaier D.,Svajda Z.,0.6363770198121091,0.4113110539845758,22.506596582753335,2.38,False,1.0,-1.0,9.557932391584112,-9.557932391584112
ATP,1st Round,2026-08-30,Wu Y.,Walton A.,0.6371029698646282,0.4528795811518324,18.42233887127958,2.11,True,1.0,1.1099999999999999,8.417862977067943,9.343827904545416
WTA,1st Round,2026-09-02,Badosa P.,Kasatkina D.,0.6818242388515189,0.5291005291005291,15.272370975098982,1.8,True,1.0,0.8,8.10808459071266,6.486467672570129
ATP,1st Round,2026-08-31,Duckworth J.,Arnaldi M.,0.594110493690309,0.4030612244897959,19.10492692005131,2.4,True,1.0,1.4,8.001208710106958,11.201692194149741
WTA,1st Round,2026-09-02,Ostapenko J.,Maria T.,0.7098763403093442,0.5803108808290156,12.956545948032861,1.67,False,1.0,-1.0,7.717942493735625,-7.717942493735625
ATP,2nd Round,2026-09-02,Shapovalov D.,Van Assche L.,0.7061901413952253,0.5813953488372093,12.479479255801596,1.62,True,1.0,0.6200000000000001,7.453022333325954,4.620873846662092
ATP,2nd Round,2026-09-02,Munar J.,Rinderknech A.,0.5759106571283108,0.4030612244897959,17.28494326385149,2.38,False,1.0,-1.0,7.238993332724128,-7.238993332724128
ATP,4th Round,2026-09-07,Tien L.,Khachanov K.,0.7220264488627535,0.6165413533834586,10.548509547929486,1.56,False,1.0,-1.0,6.877214558208928,-6.877214558208928
WTA,1st Round,2026-09-01,Seidel E.,Starodubtseva Y.,0.4603183171216493,0.2885032537960954,17.181506332555387,3.5,False,1.0,-1.0,6.037099404960391,-6.037099404960391
WTA,4th Round,2026-09-07,Kalinskaya A.,Navarro E.,0.6265674876792028,0.5105820105820106,11.59854770971922,2.1,False,1.0,-1.0,5.924663559829548,-5.924663559829548
WTA,1st Round,2026-08-31,Parry D.,Golubic V.,0.6207833086132994,0.5172413793103448,10.354192930295468,1.91,True,1.0,0.9099999999999999,5.3619927674744385,4.879413418401739
ATP,Semifinals,2026-09-12,Tiafoe F.,Shelton B.,0.4397523741238314,0.2958057395143488,14.394663460948259,3.4,False,1.0,-1.0,5.110331150320973,-5.110331150320973
WTA,2nd Round,2026-09-02,Pliskova Ka.,Shnaider D.,0.392413554846362,0.2421875,15.022605484636198,4.33,False,1.0,-1.0,4.955911087715034,-4.955911087715034
WTA,1st Round,2026-08-31,Ruzic A.,Li A.,0.41408766664985985,0.2760084925690021,13.807917408085773,3.6,False,1.0,-1.0,4.767983210563342,-4.767983210563342
ATP,4th Round,2026-09-06,Tiafoe F.,Medvedev D.,0.5086751265245728,0.393939393939394,11.473573258517883,2.5,True,1.0,1.5,4.732848969138628,7.099273453707942
ATP,1st Round,2026-08-31,Dzumhur D.,Hurkacz H.,0.28501344121810135,0.12013348164627363,16.487995957182772,9.0,False,1.0,-1.0,4.684800368365143,-4.684800368365143
WTA,4th Round,2026-09-07,Potapova A.,Andreeva M.,0.326317419595215,0.1711711711711712,15.514624842404379,6.5,False,1.0,-1.0,4.679683036703495,-4.679683036703495
ATP,1st Round,2026-08-30,Munar J.,Atmane T.,0.4868088758847387,0.3790523690773067,10.775650680743198,2.6,True,1.0,1.6,4.338389480901628,6.941423169442605
WTA,1st Round,2026-09-02,Frech M.,Jovic I.,0.38082713090105713,0.26652892561983477,11.429820528122237,3.75,False,1.0,-1.0,3.895797982824763,-3.895797982824763
WTA,2nd Round,2026-09-03,Lys E.,Andreeva M.,0.2495457137255972,0.11732456140350878,13.222115232208843,9.5,False,1.0,-1.0,3.7448972334703305,-3.7448972334703305
ATP,2nd Round,2026-09-04,Monfils G.,Tien L.,0.30372483071377576,0.19532554257095158,10.839928814282418,5.0,False,1.0,-1.0,3.3677994604539254,-3.3677994604539254
ATP,3rd Round,2026-09-05,Cerundolo F.,Fritz T.,0.2623252519490455,0.15796897038081809,10.435628156822741,6.5,True,1.0,5.5,3.0983502358405874,17.04092629712323
