player,win_count,tournament_win_probability
Shelton B.,1565,0.1565
Fils A.,1422,0.1422
Mensik J.,1406,0.1406
Tien L.,1103,0.1103
Lehecka J.,971,0.0971
Nakashima B.,739,0.0739
Fonseca J.,449,0.0449
Jodar R.,445,0.0445
Griekspoor T.,431,0.0431
Rinderknech A.,373,0.0373
Norrie C.,341,0.0341
Borges N.,235,0.0235
Merida Aguilar D.,194,0.0194
Tirante T.A.,175,0.0175
Darderi L.,78,0.0078
Vandezandschulp B.,73,0.0073
Carrenobusta P.,0,0.0
Monfils G.,0,0.0
Collignon R.,0,0.0
Royer V.,0,0.0
Popyrin A.,0,0.0
Marozsan F.,0,0.0
Mochizuki S.,0,0.0
Sonego L.,0,0.0
Humbert U.,0,0.0
Draxl L.,0,0.0
Struff J.L.,0,0.0
Michelsen A.,0,0.0
Cerundolo F.,0,0.0
Majchrzak K.,0,0.0
Arnaldi M.,0,0.0
Zverev A.,0,0.0
Atmane T.,0,0.0
Khachanov K.,0,0.0
Tabilo A.,0,0.0
Giron M.,0,0.0
Hurkacz H.,0,0.0
Mpetshiperricard G.,0,0.0
Medvedev D.,0,0.0
Fritz T.,0,0.0
Paul T.,0,0.0
Chan D.,0,0.0
Burruchaga R.,0,0.0
Medjedovic H.,0,0.0
Damm M.,0,0.0
Cerundolo J.M.,0,0.0
Ruud C.,0,0.0
Draper J.,0,0.0
Brooksby J.,0,0.0
Walton A.,0,0.0
Kopriva V.,0,0.0
Galarneau A.,0,0.0
Munar J.,0,0.0
Hijikata R.,0,0.0
Blockx A.,0,0.0
Fucsovics M.,0,0.0
Moutet C.,0,0.0
Mejia N.,0,0.0
Bergs Z.,0,0.0
Tsitsipas S.,0,0.0
Baez S.,0,0.0
Bellucci M.,0,0.0
Fearnley J.,0,0.0
Mannarino A.,0,0.0
Svajda Z.,0,0.0
Navone M.,0,0.0
Berrettini M.,0,0.0
Vacherot V.,0,0.0
Musetti L.,0,0.0
Andaluce M.,0,0.0
Ugocarabelli C.,0,0.0
Duckworth J.,0,0.0
Deminaur A.,0,0.0
O Connell C.,0,0.0
Cobolli F.,0,0.0
Bonzi B.,0,0.0
Kovacevic A.,0,0.0
Hanfmann Y.,0,0.0
Buse I.,0,0.0
Shapovalov D.,0,0.0
Diallo G.,0,0.0
Etcheverry T.,0,0.0
Jacquet K.,0,0.0
Vallejo D.,0,0.0
Tiafoe F.,0,0.0
Shimabukuro S.,0,0.0
Shang J.,0,0.0
Rublev A.,0,0.0
Zheng M.,0,0.0
Cilic M.,0,0.0
Kecmanovic M.,0,0.0
Vukic A.,0,0.0
Altmaier D.,0,0.0
Vanassche L.,0,0.0
Droguet T.,0,0.0
Faria J.,0,0.0
