player,win_count,tournament_win_probability
Shelton B.,6361,0.6361
Nakashima B.,3639,0.3639
Zverev A.,0,0.0
Sonego L.,0,0.0
Marozsan F.,0,0.0
Arnaldi M.,0,0.0
Griekspoor T.,0,0.0
Mochizuki S.,0,0.0
Draxl L.,0,0.0
Michelsen A.,0,0.0
Struff J.L.,0,0.0
Cerundolo F.,0,0.0
Tien L.,0,0.0
Majchrzak K.,0,0.0
Humbert U.,0,0.0
Merida Aguilar D.,0,0.0
Royer V.,0,0.0
Paul T.,0,0.0
Collignon R.,0,0.0
Popyrin A.,0,0.0
Burruchaga R.,0,0.0
Chan D.,0,0.0
Tirante T.A.,0,0.0
Fritz T.,0,0.0
Medvedev D.,0,0.0
Mpetshiperricard G.,0,0.0
Vandezandschulp B.,0,0.0
Hurkacz H.,0,0.0
Giron M.,0,0.0
Tabilo A.,0,0.0
Monfils G.,0,0.0
Carrenobusta P.,0,0.0
Atmane T.,0,0.0
Khachanov K.,0,0.0
Mannarino A.,0,0.0
Draper J.,0,0.0
Ruud C.,0,0.0
Cerundolo J.M.,0,0.0
Medjedovic H.,0,0.0
Fearnley J.,0,0.0
Damm M.,0,0.0
Tsitsipas S.,0,0.0
Bergs Z.,0,0.0
Fonseca J.,0,0.0
Baez S.,0,0.0
Bellucci M.,0,0.0
Walton A.,0,0.0
Mensik J.,0,0.0
Lehecka J.,0,0.0
Galarneau A.,0,0.0
Kopriva V.,0,0.0
Munar J.,0,0.0
Hijikata R.,0,0.0
Blockx A.,0,0.0
Jodar R.,0,0.0
Fucsovics M.,0,0.0
Moutet C.,0,0.0
Mejia N.,0,0.0
Andaluce M.,0,0.0
Musetti L.,0,0.0
Vacherot V.,0,0.0
Berrettini M.,0,0.0
Navone M.,0,0.0
Brooksby J.,0,0.0
Svajda Z.,0,0.0
Shapovalov D.,0,0.0
Buse I.,0,0.0
Fils A.,0,0.0
Norrie C.,0,0.0
Duckworth J.,0,0.0
O Connell C.,0,0.0
Ugocarabelli C.,0,0.0
Cobolli F.,0,0.0
Bonzi B.,0,0.0
Hanfmann Y.,0,0.0
Kovacevic A.,0,0.0
Borges N.,0,0.0
Etcheverry T.,0,0.0
Darderi L.,0,0.0
Deminaur A.,0,0.0
Diallo G.,0,0.0
Jacquet K.,0,0.0
Shang J.,0,0.0
Vallejo D.,0,0.0
Tiafoe F.,0,0.0
Shimabukuro S.,0,0.0
Cilic M.,0,0.0
Rublev A.,0,0.0
Zheng M.,0,0.0
Kecmanovic M.,0,0.0
Rinderknech A.,0,0.0
Vukic A.,0,0.0
Altmaier D.,0,0.0
Vanassche L.,0,0.0
Droguet T.,0,0.0
Faria J.,0,0.0
