player,win_count,tournament_win_probability
Sinner J.,135,0.27
Fritz T.,55,0.11
Djokovic N.,49,0.098
Zverev A.,43,0.086
Bublik A.,27,0.054
Jodar R.,24,0.048
Tiafoe F.,15,0.03
Paul T.,13,0.026
Davidovich Fokina A.,12,0.024
Khachanov K.,8,0.016
Berrettini M.,8,0.016
Fery A.,7,0.014
Lehecka J.,7,0.014
Medvedev D.,7,0.014
Cobolli F.,7,0.014
Fonseca J.,6,0.012
Majchrzak K.,6,0.012
Dimitrov G.,6,0.012
Fils A.,6,0.012
Hurkacz H.,6,0.012
Auger-Aliassime F.,4,0.008
Nakashima B.,4,0.008
Giron M.,4,0.008
Tien L.,3,0.006
Tsitsipas S.,3,0.006
Buse I.,3,0.006
Jacquet K.,2,0.004
Halys Q.,2,0.004
Safiullin R.,2,0.004
Prizmic D.,2,0.004
Vandezandschulp B.,2,0.004
Brooksby J.,2,0.004
Molcan A.,2,0.004
Mensik J.,2,0.004
Rinderknech A.,1,0.002
Fucsovics M.,1,0.002
Marozsan F.,1,0.002
Faria J.,1,0.002
Damm M.,1,0.002
Borges N.,1,0.002
Hanfmann Y.,1,0.002
Munar J.,1,0.002
De Jong J.,1,0.002
Sonego L.,1,0.002
Kypson P.,1,0.002
Fearnley J.,1,0.002
Struff J.L.,1,0.002
Quinn E.,1,0.002
Carrenobusta P.,1,0.002
Zheng M.,1,0.002
Medjedovic H.,0,0.0
Ruud C.,0,0.0
Ugocarabelli C.,0,0.0
Merida Aguilar D.,0,0.0
Muller A.,0,0.0
Norrie C.,0,0.0
Kecmanovic M.,0,0.0
Ofner S.,0,0.0
Trungelliti M.,0,0.0
Svrcina D.,0,0.0
Rublev A.,0,0.0
Vukic A.,0,0.0
Gill F.,0,0.0
Nava E.,0,0.0
Wendelken H.,0,0.0
Royer V.,0,0.0
Shimabukuro S.,0,0.0
Wu Y.,0,0.0
Shevchenko A.,0,0.0
Vallejo D.,0,0.0
Mejia N.,0,0.0
Cerundolo J.M.,0,0.0
Tirante T.A.,0,0.0
Cilic M.,0,0.0
Bautista Agut R.,0,0.0
Darderi L.,0,0.0
Baez S.,0,0.0
Kwon S.W.,0,0.0
Andaluce M.,0,0.0
Gaston H.,0,0.0
Boyer T.,0,0.0
Walton A.,0,0.0
Tarvet O.,0,0.0
Kovacevic A.,0,0.0
Shapovalov D.,0,0.0
Mochizuki S.,0,0.0
Basing M.,0,0.0
Vanassche L.,0,0.0
Dzumhur D.,0,0.0
Arnaldi M.,0,0.0
Droguet T.,0,0.0
Virtanen O.,0,0.0
Shelton B.,0,0.0
Mannarino A.,0,0.0
Tabilo A.,0,0.0
Mpetshiperricard G.,0,0.0
Gaubas V.,0,0.0
Pinnington Jones J.,0,0.0
Humbert U.,0,0.0
Bergs Z.,0,0.0
Kokkinakis T.,0,0.0
Llamas Ruiz P.,0,0.0
Svajda Z.,0,0.0
Lajovic D.,0,0.0
Hijikata R.,0,0.0
Bonzi B.,0,0.0
Diallo G.,0,0.0
Michelsen A.,0,0.0
Burruchaga R.,0,0.0
Deminaur A.,0,0.0
Mcdonald M.,0,0.0
Harris B.,0,0.0
Collignon R.,0,0.0
Blockx A.,0,0.0
Etcheverry T.,0,0.0
Moutet C.,0,0.0
Samuel T.,0,0.0
Cerundolo F.,0,0.0
Wawrinka S.,0,0.0
Griekspoor T.,0,0.0
Popyrin A.,0,0.0
Sweeny D.,0,0.0
Duckworth J.,0,0.0
Kopriva V.,0,0.0
Altmaier D.,0,0.0
Choinski J.,0,0.0
Navone M.,0,0.0
Atmane T.,0,0.0
